id_patrimostat,region_excel,nom_musee_excel,ville_excel,type_frequentation,annee,total_frequentation
4028701,NOUVELLE-AQUITAINE,Musée Municipal du Lac,SANGUINET,Totale,2010,1794.0
4700101,NOUVELLE-AQUITAINE,Musée des Beaux-Arts,AGEN,Totale,2010,30586.0
4715701,NOUVELLE-AQUITAINE,Musée Municipal Albert Marzelles,MARMANDE,Totale,2010,4798.0
4716701,NOUVELLE-AQUITAINE,Musée du Liège et du Bouchon,MEZIN,Totale,2010,5708.0
4719501,NOUVELLE-AQUITAINE,Musée du Château Henri IV,NERAC,Totale,2010,26660.0
4729201,NOUVELLE-AQUITAINE,Musée de Préhistoire Mésolithique Laurent Coulonges,SAUVETERRE-LA-LEMANCE,Totale,2010,1755.0
4732301,NOUVELLE-AQUITAINE,Musée Municipal (Moulin de Gajac),VILLENEUVE-SUR-LOT,Totale,2010,8045.0
6406201,NOUVELLE-AQUITAINE,Musée Municipal,ARUDY,Totale,2010,1624.0
6410201,NOUVELLE-AQUITAINE,Musée Basque et de l'Histoire de Bayonne,BAYONNE,Totale,2010,32517.0
6410202,NOUVELLE-AQUITAINE,Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne,BAYONNE,Totale,2010,25472.0
6410203,NOUVELLE-AQUITAINE,Muséum d'Histoire Naturelle,BAYONNE,Totale,2010,7701.0
6416001,NOUVELLE-AQUITAINE,Musée Edmond Rostand,CAMBO-LES-BAINS,Totale,2010,69200.0
6424901,NOUVELLE-AQUITAINE,Musée Municipal de Guéthary,GUETHARY,Totale,2010,2147.0
6444501,NOUVELLE-AQUITAINE,Musée Municipal des Beaux-Arts,PAU,Totale,2010,32496.0
6444502,NOUVELLE-AQUITAINE,Musée Bernadotte,PAU,Totale,2010,6141.0
6444503,NOUVELLE-AQUITAINE,Musée National du Château,PAU,Totale,2010,156910.0
6444504,NOUVELLE-AQUITAINE,Musée Béarnais,PAU,Totale,2010,
7904201,NOUVELLE-AQUITAINE,Musée des Tumulus de Bougon,BOUGON,Totale,2010,21560.0
7904901,NOUVELLE-AQUITAINE,Musée de Bressuire,BRESSUIRE,Totale,2010,4722.0
7919102,NOUVELLE-AQUITAINE,Musée d'Histoire Naturelle,NIORT,Totale,2010,
7919103,NOUVELLE-AQUITAINE,Musée ethnographique et archéologique du Donjon,NIORT,Totale,2010,10221.0
7919104,NOUVELLE-AQUITAINE,Musée Bernard d’Agesci,NIORT,Totale,2010,12103.0
7920201,NOUVELLE-AQUITAINE,Musée d'Art et d'Histoire Georges Turpin,PARTHENAY,Totale,2010,9392.0
7932901,NOUVELLE-AQUITAINE,Musée Henri Barré,THOUARS,Totale,2010,1577.0
8606602,NOUVELLE-AQUITAINE,Musée Municipal de l'Hôtel de Sully,CHATELLERAULT,Totale,2010,
8606603,NOUVELLE-AQUITAINE,"Musée de la Moto, de l'Automobile et du Vélo",CHATELLERAULT,Totale,2010,12938.0
8607001,NOUVELLE-AQUITAINE,Musée des Traditions Populaires et d'Archéologie,CHAUVIGNY,Totale,2010,11503.0
8607801,NOUVELLE-AQUITAINE,Musée Municipal de Civray,CIVRAY,Totale,2010,335.0
8613701,NOUVELLE-AQUITAINE,Musée Charbonneau-Lassay,LOUDUN,Totale,2010,538.0
8614001,NOUVELLE-AQUITAINE,Musée de Préhistoire Raymond Touchard,LUSSAC-LES-CHATEAUX,Totale,2010,2046.0
8616502,NOUVELLE-AQUITAINE,Musée Municipal de la Maison-Dieu,MONTMORILLON,Totale,2010,
8619401,NOUVELLE-AQUITAINE,Musée Rupert de Chièvres,POITIERS,Totale,2010,
8619402,NOUVELLE-AQUITAINE,Musée Sainte-Croix,POITIERS,Totale,2010,20980.0
8619403,NOUVELLE-AQUITAINE,Musée de l'hypogée des Dunes,POITIERS,Totale,2010,
8619404,NOUVELLE-AQUITAINE,Musée du baptistère Saint-Jean,POITIERS,Totale,2010,12722.0
8619406,NOUVELLE-AQUITAINE,Collection d'Histoire Naturelle,POITIERS,Totale,2010,50100.0
8704101,NOUVELLE-AQUITAINE,Musée René Baubérot,CHATEAUPONSAC,Totale,2010,3479.0
8708501,NOUVELLE-AQUITAINE,Musée Municipal des Beaux-Arts de Limoges - Palais de l'Evêché,LIMOGES,Totale,2010,7216.0
8708502,NOUVELLE-AQUITAINE,Musée National Adrien Dubouché,LIMOGES,Totale,2010,19268.0
8712601,NOUVELLE-AQUITAINE,Musée Départemental d'Art Contemporain,ROCHECHOUART,Totale,2010,
0912201,OCCITANIE,Musée Départemental de l'Ariège,FOIX,Totale,2010,87169.0
0916001,OCCITANIE,Musée du Textile et du Peigne en Corne,LAVELANET,Totale,2010,1220.0
0918101,OCCITANIE,Musée de la Préhistoire,LE MAS D'AZIL,Totale,2010,10089.0
0920701,OCCITANIE,Musée de la Forge,MONTGAILHARD,Totale,2010,30110.0
0921101,OCCITANIE,Musée d'Archéologie,MONTSEGUR,Totale,2010,24927.0
0926801,OCCITANIE,Musée du Palais des Evêques,SAINT-LIZIER,Totale,2010,
1104901,OCCITANIE,"Musée Municipal ""Eburomagus Musée Archéologique""",BRAM,Totale,2010,
1106901,OCCITANIE,Musée des Beaux-Arts,CARCASSONNE,Totale,2010,50760.0
1107601,OCCITANIE,Musée Archéologique du Lauragais,CASTELNAUDARY,Totale,2010,1771.0
1119401,OCCITANIE,Musée Municipal,LASTOURS,Totale,2010,
1120601,OCCITANIE,Musée Petiet,LIMOUX,Totale,2010,3399.0
1126201,OCCITANIE,Musée d'Art et d'Histoire (Ensemble Monumental),NARBONNE,Totale,2010,320421.0
1126202,OCCITANIE,Musée Archéologique (Ensemble Monumental,NARBONNE,Totale,2010,
1136901,OCCITANIE,Musée Archéologique,SALLELES D'AUDE,Totale,2010,6850.0
1137901,OCCITANIE,Musée des Corbières,SIGEAN,Totale,2010,781.0
1208901,OCCITANIE,Musée Régional de Géologie Pierre Vetter,DECAZEVILLE,Totale,2010,5546.0
1209601,OCCITANIE,"Musée des Mœurs et Coutumes, Musée du Rouergue",ESPALION,Totale,2010,1582.0
1209602,OCCITANIE,Musée Joseph Vaylet,ESPALION,Totale,2010,4936.0
1214501,OCCITANIE,Musée Municipal de Millau,MILLAU,Totale,2010,18312.0
1220201,OCCITANIE,Musée Fenaille,RODEZ,Totale,2010,20195.0
1220202,OCCITANIE,Musée des Beaux-Arts Denys Puech,RODEZ,Totale,2010,10339.0
1220204,OCCITANIE,Musée Soulages,RODEZ,Totale,2010,
1220301,OCCITANIE,Musée Municipal d'archéologie,ROQUEFORT-SUR-SOULZON,Totale,2010,
1225401,OCCITANIE,Musée des Arts et Métiers Traditionnels,SALLES-LA-SOURCE,Totale,2010,9171.0
1225501,OCCITANIE,Musée du Charroi Rural et de l'Artisanat Traditionnel,SALMIECH,Totale,2010,2010.0
1230001,OCCITANIE,Musée Municipal Urbain Cabrol,VILLEFRANCHE-DE-ROUERGUE,Totale,2010,4576.0
3000701,OCCITANIE,Musée-Bibliothèque Pierre-André Benoît,ALES,Totale,2010,10783.0
3000702,OCCITANIE,Musée du Colombier,ALES,Totale,2010,12935.0
3002801,OCCITANIE,Musée Albert André,BAGNOLS-SUR-CEZE,Totale,2010,4547.0
3002802,OCCITANIE,Musée Léon Alègre,BAGNOLS-SUR-CEZE,Totale,2010,1531.0
3003201,OCCITANIE,Musée Municipal de la Vignasse,BEAUCAIRE,Totale,2010,3891.0
3018901,OCCITANIE,Musée d'Histoire Naturelle et de Préhistoire,NIMES,Totale,2010,65417.0
3018903,OCCITANIE,Musée Archéologique,NIMES,Totale,2010,61816.0
3018904,OCCITANIE,Musée du Vieux Nîmes,NIMES,Totale,2010,24780.0
3018907,OCCITANIE,Musée des Cultures Taurines,NIMES,Totale,2010,14725.0
3018905,OCCITANIE,Musée des Beaux-Arts,NIMES,Totale,2010,19649.0
3018906,OCCITANIE,Carré d'Art Musée d'Art Contemporain de Nîmes,NIMES,Totale,2010,41729.0
3020201,OCCITANIE,Musée Paul Raymond,PONT-SAINT-ESPRIT,Totale,2010,1182.0
3020202,OCCITANIE,Musée Départemental d'Art Sacré du Gard,PONT-SAINT-ESPRIT,Totale,2010,10212.0
3025801,OCCITANIE,Musée de la Maison Romane,SAINT-GILLES-DU-GARD,Totale,2010,5818.0
3026901,OCCITANIE,Musée des Vallées Cévenoles,SAINT-JEAN DU GARD,Totale,2010,14710.0
3033401,OCCITANIE,Musée Municipal Georges Borias,UZES ,Totale,2010,2621.0
3035001,OCCITANIE,Musée Cévenol,LE VIGAN,Totale,2010,4492.0
3035101,OCCITANIE,Musée Pierre de Luxembourg,VILLENEUVE-LES-AVIGNON,Totale,2010,6653.0
3102801,OCCITANIE,Musée-Forum de l'Aurignacien,AURIGNAC,Totale,2010,
3104201,OCCITANIE,Musée du Pays de Luchon,BAGNERES-DE-LUCHON,Totale,2010,4366.0
3132401,OCCITANIE,Musée Municipal,MARTRES-TOLOSANE,Totale,2010,6028.0
3147201,OCCITANIE,Musée Archéologique Départemental,SAINT-BERTRAND-DE-COMMINGES,Totale,2010,36504.0
3155501,OCCITANIE,"Les Abattoirs, Musée d'Art Moderne et Contemporain",TOULOUSE,Totale,2010,125888.0
3155502,OCCITANIE,Musée Saint-Raymond,TOULOUSE,Totale,2010,76303.0
3155503,OCCITANIE,Musée Paul Dupuy,TOULOUSE,Totale,2010,11108.0
3155504,OCCITANIE,Musée des Augustins,TOULOUSE,Totale,2010,109561.0
3155505,OCCITANIE,Musée Georges Labit,TOULOUSE,Totale,2010,21920.0
3155506,OCCITANIE,Musée du Vieux Toulouse,TOULOUSE,Totale,2010,6003.0
3155507,OCCITANIE,Musée des Transports et des Communications,TOULOUSE,Totale,2010,684.0
3155509,OCCITANIE,Muséum d'Histoire Naturelle,TOULOUSE,Totale,2010,201864.0
3156501,OCCITANIE,Musée Municipal d'Art et d'Histoire,SAINT-GAUDENS,Totale,2010,5220.0
3201301,OCCITANIE,Musée des Jacobins,AUCH,Totale,2010,11339.0
3210701,OCCITANIE,Musée de l'Armagnac,CONDOM,Totale,2010,3811.0
3211901,OCCITANIE,Musée Archéologique,EAUZE,Totale,2010,5589.0
3216001,OCCITANIE,Musée Campanaire,L'ISLE JOURDAIN,Totale,2010,9680.0
3220801,OCCITANIE,Musée d'Archéologie,LECTOURE,Totale,2010,2084.0
3223301,OCCITANIE,Musée Joseph Abeilhe,MARCIAC,Totale,2010,112.0
3225601,OCCITANIE,Musée des Beaux-Arts et des Arts Décoratifs,MIRANDE,Totale,2010,1105.0
3400301,OCCITANIE,Musée Agathois,AGDE,Totale,2010,4833.0
3400302,OCCITANIE,Musée de l'Ephèbe,LE CAP D'AGDE,Totale,2010,14419.0
3403201,OCCITANIE,Musée des Beaux-Arts de Béziers,BEZIERS,Totale,2010,15558.0
3403202,OCCITANIE,Musée du Biterrois,BEZIERS,Totale,2010,16278.0
3403203,OCCITANIE,Muséum d'Histoire Naturelle,BEZIERS,Totale,2010,
3403901,OCCITANIE,Musée de l'Etang de Thau,BOUZIGUES,Totale,2010,15951.0
3410801,OCCITANIE,Musée Municipal,FRONTIGNAN-LA-PEYRADE,Totale,2010,5113.0
3411901,OCCITANIE,Musée de la Cloche et de la Sonnaille,HEREPIAN,Totale,2010,
3412901,OCCITANIE,Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération,LATTES,Totale,2010,21740.0
3414201,OCCITANIE,Musée Fleury,LODEVE,Totale,2010,69264.0
3415301,OCCITANIE,Maison des Consuls - Musée d’Arts et d’Archéologie en Grand Pic Saint-Loup,LES MATELLES,Totale,2010,3481.0
3415801,OCCITANIE,Musée Archéologique,MINERVE,Totale,2010,6272.0
3417202,OCCITANIE,Musée Languedocien,MONTPELLIER,Totale,2010,
3417203,OCCITANIE,Musée Fabre,MONTPELLIER,Totale,2010,291496.0
3417910,OCCITANIE,Musée de l'Hôtel d'Espeyran,MONTPELLIER,Totale,2010,
3417206,OCCITANIE,Agropolis-Muséum,MONTPELLIER,Totale,2010,
3417209,OCCITANIE,Musée du Vieux Montpellier,MONTPELLIER,Totale,2010,2767.0
3417901,OCCITANIE,Musée Municipal,MURVIEL-LES-MONTPELLIER,Totale,2010,
3419901,OCCITANIE,Musée de Vulliod Saint-Germain,PEZENAS,Totale,2010,4971.0
3428401,OCCITANIE,Musée de Préhistoire Régionale et du Mégalithisme,SAINT-PONS-DE-THOMIERES,Totale,2010,
3430101,OCCITANIE,Musée Paul Valéry,SETE,Totale,2010,53611.0
4604001,OCCITANIE,Musée de Préhistoire de Cabrerets,CABRERETS,Totale,2010,73059.0
4604201,OCCITANIE,Musée Henri Martin,CAHORS,Totale,2010,10046.0
4610201,OCCITANIE,Musée d'Histoire de Figeac,FIGEAC,Totale,2010,852.0
4610202,OCCITANIE,Musée Champollion - Les Ecriture du Monde,FIGEAC,Totale,2010,48903.0
4613801,OCCITANIE,Musée Murat,LABASTIDE MURAT,Totale,2010,866.0
4618201,OCCITANIE,"Musée Archéologique ""Armand-Viré""",LUZECH,Totale,2010,1027.0
4618501,OCCITANIE,Musée Gallo-Romain d'Uxellodunum,MARTEL,Totale,2010,551.0
4624001,OCCITANIE,Musée d'Art Sacré,ROCAMADOUR,Totale,2010,
4629901,OCCITANIE,Musée Départemental de Cuzals,SAULIAC-SUR-CELE,Totale,2010,10390.0
4630901,OCCITANIE,Musée de l'Automate,SOUILLAC,Totale,2010,22540.0
4633001,OCCITANIE,Musée Municipal,VAYRAC,Totale,2010,187.0
4809501,OCCITANIE,Musée du Gévaudan (ex Musée Ignon Fabre),MENDE,Totale,2010,
4811601,OCCITANIE,Ecomusée du Mont Lozère,LE PONT DE MONTVERT,Totale,2010,4830.0
6505901,OCCITANIE,Musée de la Vie Quotidienne dans les Pyrénées,BAGNERES-DE-BIGORRE,Totale,2010,
6505902,OCCITANIE,Musée Salies,BAGNERES-DE-BIGORRE,Totale,2010,3942.0
6505905,OCCITANIE,Muséum d'Histoire Naturelle,BAGNERES-DE-BIGORRE,Totale,2010,723.0
6528601,OCCITANIE,Musée Pyrénéen,LOURDES,Totale,2010,72500.0
6529501,OCCITANIE,Musée Municipal - Musée Trésor,LUZ-SAINT-SAUVEUR,Totale,2010,4500.0
6530601,OCCITANIE,Musée-château Gaston Phébus,MAUVEZIN,Totale,2010,33636.0
6544001,OCCITANIE,Musée Massey,TARBES,Totale,2010,
6604902,OCCITANIE,Musée départemental d'Art Moderne,CERET,Totale,2010,76020.0
6605301,OCCITANIE,Musée d'Art Moderne - Fonds Peskè,COLLIOURE,Totale,2010,9588.0
6613601,OCCITANIE,Musée du Castillet Casa Pairal,PERPIGNAN,Totale,2010,28562.0
6613602,OCCITANIE,Musée des Monnaies et Médailles Joseph Puig,PERPIGNAN,Totale,2010,
6613603,OCCITANIE,Musée Hyacinthe Rigaud,PERPIGNAN,Totale,2010,8136.0
6613604,OCCITANIE,Muséum d'Histoire Naturelle,PERPIGNAN,Totale,2010,
6613605,OCCITANIE,Musée Archéologique de Ruscino,PERPIGNAN,Totale,2010,
6614801,OCCITANIE,Musée d'Archéologie Sous-Marine,PORT-VENDRES,Totale,2010,
6618101,OCCITANIE,Musée de Cerdagne,SAINTE-LEOCADIE,Totale,2010,4069.0
6620501,OCCITANIE,Musée de Tautavel,TAUTAVEL,Totale,2010,76620.0
8100401,OCCITANIE,Musée Toulouse Lautrec,ALBI,Totale,2010,161422.0
8101201,OCCITANIE,Musée Eugénie et Maurice Guérin,ANDILLAC,Totale,2010,4494.0
8106501,OCCITANIE,Musée Goya,CASTRES,Totale,2010,23223.0
8106502,OCCITANIE,Musée Jean Jaurès,CASTRES,Totale,2010,13875.0
8106901,OCCITANIE,Musée Charles Portal - Histoire et Patrimoine,CORDES-SUR-CIEL,Totale,2010,541.0
8109101,OCCITANIE,Musée du Protestantisme de la Réforme à la Laïcité,FERRIERES,Totale,2010,3372.0
8109901,OCCITANIE,Musée des Beaux-Arts,GAILLAC,Totale,2010,4454.0
8109902,OCCITANIE,Muséum d'histoire naturelle Philadelphe Thomas,GAILLAC,Totale,2010,3572.0
8109903,OCCITANIE,Musée de l'Abbaye Saint-Michel,GAILLAC,Totale,2010,3342.0
8111501,OCCITANIE,Musée Départemental du Textile,LA-BASTIDE-ROUAIROUX,Totale,2010,4388.0
8114001,OCCITANIE,Musée du Pays Vaurais,LAVAUR,Totale,2010,7722.0
8114501,OCCITANIE,Musée Raymond Lafage,LISLE-SUR-TARN,Totale,2010,4195.0
8122001,OCCITANIE,Musée du Pays Rabastinois,RABASTENS,Totale,2010,5233.0
8200801,OCCITANIE,Musée du Vieil Auvillar,AUVILLAR,Totale,2010,3084.0
8207501,OCCITANIE,Musée Théodore Calbet,GRISOLLES,Totale,2010,2092.0
8211202,OCCITANIE,Musée des arts et traditions populaires,MOISSAC,Totale,2010,13039.0
8212101,OCCITANIE,Musée d'Histoire Naturelle Victor Brun,MONTAUBAN,Totale,2010,7391.0
8212102,OCCITANIE,Musée Ingres,MONTAUBAN,Totale,2010,42352.0
8215501,OCCITANIE,Musée de Préhistoire,SAINT-ANTONIN-NOBLE-VAL,Totale,2010,579.0
4401001,PAYS DE LA LOIRE,Musée des Marais Salant,BATZ-SUR-MER,Totale,2010,11652.0
4401501,PAYS DE LA LOIRE,"Musée de la Fève, Crèches et Traditions Populaires",BLAIN,Totale,2010,2013.0
4402101,PAYS DE LA LOIRE,Musée du Pays de Retz,BOURGNEUF-EN-RETZ,Totale,2010,5786.0
4403601,PAYS DE LA LOIRE,Musée Municipal,CHATEAUBRIANT,Totale,2010,
4406901,PAYS DE LA LOIRE,Musée du Pays de Guérande et de la Porte Saint Michel,GUERANDE,Totale,2010,20543.0
4410901,PAYS DE LA LOIRE,Muséum d'Histoire Naturelle de Nantes,NANTES,Totale,2010,84282.0
4410902,PAYS DE LA LOIRE,Musée des Beaux-Arts de Nantes,NANTES,Totale,2010,127973.0
4410904,PAYS DE LA LOIRE,Musée du Château des Ducs de Bretagne,NANTES,Totale,2010,188679.0
4410907,PAYS DE LA LOIRE,Musée  Départemental Dobrée,NANTES,Totale,2010,26051.0
4416801,PAYS DE LA LOIRE,Musées du Parc Naturel Régional de Brière,SAINT-JOACHIM,Totale,2010,2269.0
4417501,PAYS DE LA LOIRE,Musée du Chaume/Kerhinet - PNR Brière,SAINT-LYPHARD,Totale,2010,50349.0
4417601,PAYS DE LA LOIRE,Maison de l'Eclusier /Parc Naturel Régional de Brière,SAINT-MALO DE GUERSAC,Totale,2010,2871.0
4417701,PAYS DE LA LOIRE,Musée du Vignoble Nantais,LE PALLET,Totale,2010,6900.0
4418401,PAYS DE LA LOIRE,Ecomusée de Saint-Nazaire,SAINT-NAZAIRE,Totale,2010,24681.0
4900701,PAYS DE LA LOIRE,Musée des Beaux-Arts,ANGERS,Totale,2010,88898.0
4900704,PAYS DE LA LOIRE,Galerie David d'Angers,ANGERS,Totale,2010,22194.0
4900702,PAYS DE LA LOIRE,Musée Pincé,ANGERS,Totale,2010,
4900703,PAYS DE LA LOIRE,Musée Jean Lurcat et de la Tapisserie Contemporaine,ANGERS,Totale,2010,51519.0
4900708,PAYS DE LA LOIRE,Muséum des Sciences Naturelles,ANGERS,Totale,2010,17068.0
4901801,PAYS DE LA LOIRE,Musée d'Art et d'Histoire,BAUGE,Totale,2010,886.0
4902101,PAYS DE LA LOIRE,Musée Joseph Denais,BEAUFORT-EN-VALLEE,Totale,2010,
4909901,PAYS DE LA LOIRE,Musée d'Art et d'Histoire,CHOLET,Totale,2010,15991.0
4909904,PAYS DE LA LOIRE,Musée du Textile,CHOLET,Totale,2010,12716.0
4923401,PAYS DE LA LOIRE,Musée Jules-Desbois,PARCAY-LES-PINS,Totale,2010,6280.0
4929201,PAYS DE LA LOIRE,Musée de la Vigne et du Vin d'Anjou,SAINT LAMBERT-DU-LATTAY,Totale,2010,6311.0
4932802,PAYS DE LA LOIRE,Château-Musée,SAUMUR,Totale,2010,66718.0
4935301,PAYS DE LA LOIRE,Musée de l'Ardoise,TRELAZE,Totale,2010,13527.0
5300301,PAYS DE LA LOIRE,Musée des Tisserands Mayennais,AMBRIERES-LES-VALLEES,Totale,2010,800.0
5306201,PAYS DE LA LOIRE,Musée d'Art et d'Archéologie Hôtel Fouquet,CHATEAU-GONTIER,Totale,2010,
5307701,PAYS DE LA LOIRE,Musée Communal Robert Tatin,COSSE-LE-VIVIEN,Totale,2010,22646.0
5309601,PAYS DE LA LOIRE,Musée Municipal,ERNEE,Totale,2010,
5312201,PAYS DE LA LOIRE,Musée Archéologique Départemental de Jublains,JUBLAINS,Totale,2010,26664.0
5313001,PAYS DE LA LOIRE,Musée du Vieux Château,LAVAL,Totale,2010,18797.0
5313002,PAYS DE LA LOIRE,Musée des Sciences - CCSTI,LAVAL,Totale,2010,60034.0
5314701,PAYS DE LA LOIRE,Musée du Château de Mayenne,MAYENNE,Totale,2010,20168.0
5318801,PAYS DE LA LOIRE,Musée de l'Ardoise et de la Géologie,RENAZE,Totale,2010,1295.0
7207101,PAYS DE LA LOIRE,Musée Heurteloup-Chevalier,CHATEAU-DU-LOIR,Totale,2010,
7217901,PAYS DE LA LOIRE,Musée Espace Faïence de Malicorne,MALICORNE-SUR-SARTHE,Totale,2010,31550.0
7218101,PAYS DE LA LOIRE,Musée de Tessé,LE MANS,Totale,2010,28486.0
7218102,PAYS DE LA LOIRE,Musée de la Reine Bérengère,LE MANS,Totale,2010,6226.0
7218199,PAYS DE LA LOIRE,Musée Vert Véron-de-Forbonnais,LE MANS,Totale,2010,16726.0
7226901,PAYS DE LA LOIRE,Bibliothèque-musée,SAINT-CALAIS,Totale,2010,953.0
8501201,PAYS DE LA LOIRE,Ecomusée du Marais Breton Vendéen,LA BARRE-DE-MONTS,Totale,2010,31196.0
8504601,PAYS DE LA LOIRE,Musée ornithologique Charles-Payraudeau,LA-CHAIZE-LE-VICOMTE,Totale,2010,1088.0
8508701,PAYS DE LA LOIRE,Centre Minier de Faymoreau,FAYMOREAU,Totale,2010,26595.0
8509201,PAYS DE LA LOIRE,Musée de Fontenay-le-Comte,FONTENAY-LE-COMTE,Totale,2010,5903.0
8510601,PAYS DE LA LOIRE,Musée des Traditions de l'Île,LA GUERINIERE,Totale,2010,5439.0
8512901,PAYS DE LA LOIRE,Historial et Mémorial de la Vendée,LES LUCS-SUR-BOULOGNE,Totale,2010,80132.0
8514601,PAYS DE LA LOIRE,Musée du Nord de la Vendée,MONTAIGU,Totale,2010,650.0
8515401,PAYS DE LA LOIRE,Musée Clemenceau et de Lattre-de-Tassigny,MOUILLERON-EN-PAREDS,Totale,2010,6176.0
8516301,PAYS DE LA LOIRE,Musée de la Construction Navale Artisanale,NOIRMOUTIER EN L'ILE,Totale,2010,
8516302,PAYS DE LA LOIRE,Musée du Château,NOIRMOUTIER-EN-L'ILE,Totale,2010,45202.0
8519101,PAYS DE LA LOIRE,Musée Municipal,LA ROCHE-SUR-YON,Totale,2010,7372.0
8519401,PAYS DE LA LOIRE,Musée de l'Abbaye de Sainte-Croix,LES SABLES D'OLONNE,Totale,2010,15118.0
8522601,PAYS DE LA LOIRE,Musée La Bourrine du Bois-Juquaud,SAINT-HILAIRE-DE-RIEZ,Totale,2010,19466.0
8528401,PAYS DE LA LOIRE,Musée Milcendeau Jean-Yole,SOULLANS,Totale,2010,4009.0
0401901,PROVENCE-ALPES-CÔTE D'AZUR,Musée de la vallée,BARCELONNETTE,Totale,2010,14050.0
0407001,PROVENCE-ALPES-CÔTE D'AZUR,Musée Gassendi,DIGNE-LES-BAINS,Totale,2010,7953.0
0408801,PROVENCE-ALPES-CÔTE D'AZUR,Musée Municipal,FORCALQUIER,Totale,2010,
0411101,PROVENCE-ALPES-CÔTE D'AZUR,Musée de Salagon,MANE,Totale,2010,36295.0
0413501,PROVENCE-ALPES-CÔTE D'AZUR,Musée de la Faïence,MOUSTIERS-SAINTE-MARIE,Totale,2010,11893.0
0415801,PROVENCE-ALPES-CÔTE D'AZUR,Musée départemental de préhistoire,QUINSON,Totale,2010,75626.0
0416601,PROVENCE-ALPES-CÔTE D'AZUR,Musée Archéologique,RIEZ-LA-ROMAINE,Totale,2010,1324.0
0420901,PROVENCE-ALPES-CÔTE D'AZUR,Musée Gallo-Romain Sisteron,SISTERON,Totale,2010,440.0
0422701,PROVENCE-ALPES-CÔTE D'AZUR,Musée archéologique,VACHERES,Totale,2010,
0500301,PROVENCE-ALPES-CÔTE D'AZUR,Musée du Vieux Queyras,AIGUILLES,Totale,2010,
0506101,PROVENCE-ALPES-CÔTE D'AZUR,Musée Départemental des Hautes-Alpes,GAP,Totale,2010,12958.0
0600401,PROVENCE-ALPES-CÔTE D'AZUR,Musée Picasso,ANTIBES,Totale,2010,132968.0
0600402,PROVENCE-ALPES-CÔTE D'AZUR,Musée d'Histoire et d'Archéologie,ANTIBES,Totale,2010,5832.0
0601801,PROVENCE-ALPES-CÔTE D'AZUR,Musée Fernand Léger,BIOT,Totale,2010,36832.0
0601802,PROVENCE-ALPES-CÔTE D'AZUR,Musée d'Histoire Locale,BIOT,Totale,2010,6029.0
0602701,PROVENCE-ALPES-CÔTE D'AZUR,Musée-Château de Cagnes,CAGNES-SUR-MER,Totale,2010,26483.0
0602702,PROVENCE-ALPES-CÔTE D'AZUR,Musée Renoir,CAGNES-SUR-MER,Totale,2010,44667.0
0602901,PROVENCE-ALPES-CÔTE D'AZUR,Musée de la Castre,CANNES,Totale,2010,32779.0
0602902,PROVENCE-ALPES-CÔTE D'AZUR,Musée de la Mer,CANNES,Totale,2010,82281.0
0603001,PROVENCE-ALPES-CÔTE D'AZUR,Musée Bonnard,LE CANNET,Totale,2010,
0606901,PROVENCE-ALPES-CÔTE D'AZUR,Villa-Musée Jean-Honoré Fragonard,GRASSE,Totale,2010,6542.0
0606902,PROVENCE-ALPES-CÔTE D'AZUR,Musée d'Art et d'Histoire de Provence,GRASSE,Totale,2010,13599.0
0606903,PROVENCE-ALPES-CÔTE D'AZUR,Musée International de la Parfumerie,GRASSE,Totale,2010,79991.0
0608303,PROVENCE-ALPES-CÔTE D'AZUR,Musée de Préhistoire Régionale,MENTON,Totale,2010,7967.0
0608304,PROVENCE-ALPES-CÔTE D'AZUR,Musée Jean Cocteau Collection Séverin Wunderman,MENTON,Totale,2010,15626.0
0608305,PROVENCE-ALPES-CÔTE D'AZUR,Musée des Beaux-Arts,MENTON,Totale,2010,12806.0
0608802,PROVENCE-ALPES-CÔTE D'AZUR,Musée d'Art et d'Histoire,NICE,Totale,2010,66452.0
0608803,PROVENCE-ALPES-CÔTE D'AZUR,Musée des Beaux-Arts Jules Chéret,NICE,Totale,2010,49524.0
0608804,PROVENCE-ALPES-CÔTE D'AZUR,Musée d'Art Naïf Anatole Jakovsky,NICE,Totale,2010,21327.0
0608805,PROVENCE-ALPES-CÔTE D'AZUR,Musée Archéologique - Site de  Cimiez,NICE,Totale,2010,42452.0
0608806,PROVENCE-ALPES-CÔTE D'AZUR,Muséum d'Histoire Naturelle,NICE,Totale,2010,35966.0
0608808,PROVENCE-ALPES-CÔTE D'AZUR,Musée du Palais Lascaris,NICE,Totale,2010,86127.0
0608809,PROVENCE-ALPES-CÔTE D'AZUR,Musée du Vieux-Logis de Nice,NICE,Totale,2010,265.0
0608810,PROVENCE-ALPES-CÔTE D'AZUR,Musée Archéologique - Site de Terra Amata,NICE,Totale,2010,16897.0
0608811,PROVENCE-ALPES-CÔTE D'AZUR,Musée National Message Biblique Marc Chagall,NICE,Totale,2010,150976.0
0608812,PROVENCE-ALPES-CÔTE D'AZUR,Musée Matisse,NICE,Totale,2010,135715.0
0608813,PROVENCE-ALPES-CÔTE D'AZUR,Musée d'Art Moderne et d'Art Contemporain,NICE,Totale,2010,163247.0
